"time","theta","y","x"
0.84,2.116814692820343,2.26603803261456,1.304644961713928
0.842,2.136814692820343,2.29167599985721,1.289066302090429
0.844,2.156814692820342,2.316997287255989,1.272978032933418
0.846,2.176814692820342,2.341991766633551,1.256386589336051
0.848,2.196814692820341,2.3666494405314,1.23929860765455
0.85,2.216814692820341,2.390960446208743,1.22172092285375
0.852,2.236814692820341,2.414915059587448,1.203660565773208
0.854,2.25681469282034,2.438503699141558,1.185124760314952
0.856,2.27681469282034,2.461716929729759,1.166120920554025
0.858,2.296814692820339,2.484545466369324,1.146656647772951
0.86,2.316814692820339,2.506980177949973,1.126739727421322
0.862,2.336814692820338,2.529012090886197,1.106378126001724
0.864,2.356814692820338,2.550632392706579,1.085579987883238
0.866,2.376814692820338,2.571832435578657,1.06435363204381
0.868,2.396814692820337,2.592603739767946,1.042707548742758
0.87,2.416814692820337,2.612937997029716,1.020650396124795
0.872,2.436814692820336,2.632827073932183,0.9981909967568744
0.874,2.456814692820336,2.65226301510977,0.9753383340992897
0.876,2.476814692820335,2.671238046445149,0.9521015489124057
0.878,2.496814692820335,2.689744578178782,0.9284899356004774
0.88,2.516814692820335,2.707775207944727,0.9045129384940124
0.882,2.536814692820334,2.725322723731482,0.880180148072164
0.884,2.556814692820334,2.742380106766696,0.8555012971266684
0.886,2.576814692820333,2.758940534324584,0.8304862568688567
0.888,2.596814692820333,2.774997382454925,0.8051450329813025
0.89,2.616814692820332,2.790544228632556,0.7794877616156823
0.892,2.636814692820332,2.805574854326295,0.7535247053384502
0.894,2.656814692820332,2.820083247486269,0.7272662490259474
0.896,2.676814692820331,2.834063604948657,0.700722895710591
0.898,2.696814692820331,2.847510334756877,0.6739052623798003
0.9,2.71681469282033,2.860418058398292,0.6468240757293441
0.902,2.73681469282033,2.872781612955547,0.6194901678728048
0.904,2.756814692820329,2.884596053171664,0.5919144720088778
0.906,2.776814692820329,2.89585665342808,0.5641080180482376
0.908,2.796814692820329,2.906558909634832,0.5360819282017208
0.91,2.816814692820328,2.916698541032133,0.5078474125315897
0.912,2.836814692820328,2.926271491902616,0.4794157644676572
0.914,2.856814692820327,2.935273933193571,0.4507983562900651
0.916,2.876814692820327,2.943702264048512,0.4220066345805244
